User_ID,Job_ID,User_Skills,Job_Requirements,Match_Score,Recommended
9977,19,"CSS, Data Science","Java, HTML, SQL",0.834041609,1
9978,169,"HTML, Java, CSS, Python","JavaScript, CSS, AI, Data Science",0.377095942,0
9979,11,"SQL, Python, Machine Learning, JavaScript","Python, Machine Learning",0.835810056,1
9980,324,"Java, HTML, C++","AI, Java, Python",0.545770491,0
9981,217,"CSS, C++, Data Science, Python, Machine Learning","C++, Data Science, SQL, JavaScript",0.460856689,0
9982,392,"AI, Python, CSS, Java","Data Science, C++, Machine Learning, JavaScript, AI",0.786322671,0
9983,410,"Machine Learning, JavaScript, C++","Machine Learning, CSS, HTML, Data Science, JavaScript",0.525596133,0
9984,310,"Machine Learning, Data Science","HTML, AI",0.009258375,0
9985,285,"C++, HTML, JavaScript, CSS, Python","AI, Python, HTML",0.868265622,1
9986,144,"JavaScript, AI, Python","AI, Python, CSS, C++",0.23036819,0
9987,111,"AI, Python, CSS, Java, C++","Python, HTML, Data Science",0.622876925,0
9988,49,"HTML, CSS, AI, Machine Learning, Data Science","C++, Python, Machine Learning",0.711116157,0
9989,227,"JavaScript, C++","SQL, C++, HTML",0.821389256,1
9990,488,"Data Science, HTML, AI, Java, Machine Learning","SQL, CSS, HTML, AI",0.338593546,0
9991,32,"Data Science, JavaScript","SQL, C++, Machine Learning",0.177627139,0
9992,281,"SQL, C++, Python","Machine Learning, C++, CSS, Data Science",0.064897973,0
9993,488,"JavaScript, Python, Java, Data Science, CSS","AI, Machine Learning, C++, JavaScript, Java",0.63261409,0
9994,156,"CSS, JavaScript","HTML, Data Science, C++, SQL",0.544173481,0
9995,220,"CSS, Data Science","Java, Machine Learning, AI",0.318182531,0
9996,75,"JavaScript, SQL","Machine Learning, JavaScript, Python",0.790747799,0
9997,59,"AI, Python","CSS, AI, Machine Learning",0.344555632,0
9998,44,"Python, JavaScript, HTML","HTML, CSS, JavaScript, SQL",0.794897186,0
9999,458,"C++, HTML, Java","AI, SQL, Python, CSS",0.774479841,0
10000,148,"AI, Data Science, HTML","CSS, Python, Machine Learning",0.404237273,0
10001,421,"CSS, C++, AI, Data Science, JavaScript","AI, CSS",0.004018004,0
10002,410,"AI, Data Science, Machine Learning, C++","Java, C++, SQL",0.543971575,0
10003,294,"C++, CSS","AI, Java",0.311325839,0
10004,408,"CSS, Machine Learning","SQL, C++",0.794768997,0
10005,435,"HTML, Java, Data Science, Machine Learning","C++, Java",0.250840762,0
10006,458,"JavaScript, CSS, SQL, Python","CSS, SQL, Data Science, AI, JavaScript",0.274746309,0
10007,385,"Machine Learning, Data Science, CSS, JavaScript, Python","Java, JavaScript, AI, Python, C++",0.189912249,0
10008,215,"JavaScript, CSS","HTML, CSS, Data Science, C++, Machine Learning",0.794011349,0
10009,71,"AI, Data Science","JavaScript, Java, AI, C++",0.68243799,0
10010,120,"Java, Python, Data Science, HTML","JavaScript, CSS, HTML, SQL, Machine Learning",0.728906692,0
10011,181,"Machine Learning, JavaScript, SQL","Data Science, Machine Learning, CSS, C++",0.816171287,1
10012,421,"Machine Learning, JavaScript, SQL","Python, CSS",0.90371587,1
10013,100,"CSS, Java, AI, Python","C++, Python, AI, JavaScript, Java",0.732579609,0
10014,228,"JavaScript, CSS, C++","C++, JavaScript, Data Science, HTML, AI",0.866396326,1
10015,262,"JavaScript, HTML","CSS, JavaScript, SQL",0.107238711,0
10016,453,"SQL, C++","HTML, JavaScript, SQL, Python, Machine Learning",0.219689877,0
10017,428,"Python, Machine Learning, C++, Data Science, Java","C++, Machine Learning",0.107783625,0
10018,135,"Data Science, AI, C++","HTML, C++",0.509892424,0
10019,74,"Java, CSS, Python, AI","Python, SQL, Java, Data Science, AI",0.963053496,1
10020,158,"C++, Machine Learning, Data Science","AI, HTML, Python, JavaScript",0.158538248,0
10021,304,"JavaScript, Java, Machine Learning, AI","JavaScript, Machine Learning",0.800932686,1
10022,187,"Java, AI","AI, JavaScript, Java",0.308827468,0
10023,14,"JavaScript, Python, Machine Learning","JavaScript, C++, HTML, Java",0.426415534,0
10024,112,"Python, C++, Java, AI","AI, JavaScript, SQL, Machine Learning",0.047701515,0
10025,70,"SQL, HTML, Data Science, Machine Learning, Java","Java, AI, HTML, Machine Learning, JavaScript",0.950250391,1
10026,195,"CSS, HTML, Data Science, JavaScript, Machine Learning","Java, AI, Python, HTML, Machine Learning",0.041268165,0
10027,396,"SQL, AI, C++, Machine Learning, Data Science","CSS, Machine Learning, AI, HTML, C++",0.813376517,1
10028,122,"Machine Learning, SQL, CSS, Python, AI","AI, Java",0.470687124,0
10029,197,"CSS, AI, C++, HTML","CSS, JavaScript, HTML, Data Science, Java",0.191421228,0
10030,109,"JavaScript, Python, Machine Learning, SQL, Data Science","Python, AI, CSS, Java, C++",0.568144065,0
10031,377,"Data Science, Machine Learning, C++, Python","Python, CSS",0.507446682,0
10032,459,"Java, CSS, Python, SQL, JavaScript","HTML, JavaScript, Java, Python, C++",0.918152118,1
10033,380,"HTML, SQL, Machine Learning, AI","Data Science, SQL",0.864856601,1
10034,107,"JavaScript, CSS","HTML, Data Science, Java, AI, C++",0.443387105,0
10035,121,"SQL, Python","JavaScript, Machine Learning, Data Science, Python, AI",0.369284057,0
10036,486,"CSS, Machine Learning, Python","Data Science, C++",0.932695968,1
10037,205,"CSS, Data Science","AI, CSS, Java, HTML, C++",0.342632477,0
10038,408,"Data Science, JavaScript, AI, Machine Learning","AI, C++",0.449239483,0
10039,294,"AI, JavaScript, Java","CSS, SQL, AI, Data Science, HTML",0.754013469,0
10040,193,"Python, AI, C++, HTML","Machine Learning, SQL, Java, HTML, Data Science",0.861774882,1
10041,191,"HTML, Python, JavaScript, C++, Machine Learning","C++, AI, HTML",0.665798988,0
10042,281,"JavaScript, Data Science, AI, Java, CSS","AI, JavaScript, Java, Python, Machine Learning",0.508617125,0
10043,154,"Java, Python, AI, CSS, Machine Learning","Machine Learning, AI",0.143767642,0
10044,435,"Java, C++","CSS, Data Science, Java",0.567586164,0
10045,31,"SQL, C++, Python","Data Science, JavaScript",0.093944421,0
10046,130,"Python, C++, SQL, Machine Learning","Machine Learning, CSS, Java, C++, Python",0.255565833,0
10047,73,"AI, Machine Learning, SQL","C++, Python, Machine Learning",0.06357572,0
10048,405,"Java, SQL, CSS, Data Science","CSS, AI, Python, JavaScript",0.853110839,1
10049,26,"CSS, JavaScript, Python, Machine Learning","SQL, CSS, Python, Data Science, HTML",0.06238267,0
10050,484,"C++, Data Science, Java","JavaScript, CSS, Python, HTML, AI",0.588885392,0
10051,225,"Python, C++, Machine Learning, HTML, AI","HTML, AI, JavaScript, Data Science, SQL",0.808447689,1
10052,239,"Machine Learning, HTML, CSS, Data Science","CSS, Java, SQL",0.680208981,0
10053,288,"AI, C++, HTML, CSS, Machine Learning","JavaScript, CSS, HTML",0.793278882,0
10054,349,"JavaScript, Machine Learning, Python, Java, Data Science","Data Science, HTML, C++, AI",0.573735917,0
10055,301,"JavaScript, C++, Java, SQL","Python, SQL, HTML",0.550946265,0
10056,381,"Data Science, Machine Learning, HTML, Java, CSS","CSS, AI, SQL",0.213503869,0
10057,500,"HTML, Machine Learning, JavaScript, C++","Python, C++, HTML",0.779467125,0
10058,488,"SQL, JavaScript, Python, CSS","JavaScript, AI, Java",0.443027422,0
10059,242,"SQL, HTML, Machine Learning, Data Science, C++","Java, CSS, HTML",0.697581202,0
10060,302,"Python, SQL, Java","AI, Java",0.870242283,1
10061,223,"AI, Python, Java, Data Science, CSS","HTML, Machine Learning",0.779463777,0
10062,136,"Java, Machine Learning, C++, SQL","Machine Learning, AI",0.082375457,0
10063,321,"HTML, Python, Data Science","JavaScript, CSS, Machine Learning",0.183059443,0
10064,188,"HTML, Java, Python","CSS, Machine Learning, SQL, HTML, AI",0.835300076,1
10065,14,"C++, Java, CSS","AI, SQL",0.95903048,1
10066,172,"AI, JavaScript, CSS, Data Science, Java","HTML, Data Science, SQL, Python, AI",0.049750751,0
10067,51,"JavaScript, Python, Data Science","JavaScript, C++",0.755353948,0
10068,326,"Data Science, Machine Learning, Python, HTML, AI","SQL, AI",0.852650171,1
10069,397,"JavaScript, AI","HTML, Java, C++",0.431858154,0
10070,11,"HTML, Java, AI, Data Science, Python","SQL, JavaScript, Machine Learning, CSS, C++",0.552358797,0
10071,11,"JavaScript, AI","Java, AI, JavaScript, Data Science, Python",0.32619786,0
10072,332,"SQL, JavaScript","HTML, Data Science, Machine Learning, Python",0.058445867,0
10073,278,"Data Science, JavaScript","C++, AI, Machine Learning, JavaScript, Data Science",0.226007967,0
10074,208,"SQL, C++","Data Science, JavaScript, Python, HTML, Machine Learning",0.503915444,0
10075,400,"JavaScript, Machine Learning, CSS, C++, SQL","Machine Learning, JavaScript, Data Science",0.47821465,0
10076,460,"Data Science, Machine Learning","HTML, C++",0.636435215,0
10077,101,"AI, Data Science, CSS, C++, HTML","CSS, AI",0.420151172,0
10078,400,"HTML, C++, AI","Java, HTML, Data Science, AI, JavaScript",0.993642218,1
10079,175,"Machine Learning, SQL","Data Science, HTML",0.220993346,0
10080,295,"CSS, HTML, C++","AI, JavaScript",0.74048991,0
10081,334,"Java, Python, AI","Python, JavaScript, Machine Learning, Data Science, SQL",0.468740315,0
10082,220,"CSS, AI, Java, Python","SQL, HTML, CSS",0.484285426,0
10083,458,"CSS, Java, HTML","JavaScript, Java, HTML, SQL, Python",0.967989234,1
10084,446,"JavaScript, SQL, Python, AI, C++","CSS, C++, AI, HTML",0.609173328,0
10085,205,"Python, CSS, SQL, Java, JavaScript","Data Science, AI, JavaScript, SQL, CSS",0.727036619,0
10086,233,"Python, SQL, AI, Java","CSS, SQL, Python, Java",0.317893328,0
10087,278,"C++, AI, Machine Learning, Java, SQL","SQL, CSS, JavaScript",0.247375719,0
10088,194,"Machine Learning, Python, Data Science, C++, CSS","HTML, C++, Data Science",0.949126229,1
10089,205,"C++, AI, Machine Learning, Python, JavaScript","HTML, Python, Java",0.349920311,0
10090,55,"Python, AI, HTML, SQL, CSS","Data Science, C++, JavaScript",0.834265102,1
10091,195,"C++, Python","AI, HTML",0.727903173,0
10092,452,"CSS, AI, JavaScript, HTML","SQL, Java, Python",0.241457634,0
10093,482,"Java, Python, CSS","Machine Learning, Java, HTML, C++, CSS",0.08361914,0
10094,242,"Machine Learning, SQL, JavaScript","AI, Machine Learning",0.255253199,0
10095,397,"C++, Data Science, JavaScript","C++, Java, HTML, AI",0.058460327,0
10096,425,"JavaScript, Data Science, C++, SQL","Python, Java",0.918724554,1
10097,486,"CSS, Machine Learning, Java, Python","AI, CSS, JavaScript",0.649103477,0
10098,435,"Machine Learning, Data Science, Python, SQL, JavaScript","Machine Learning, C++",0.48496191,0
10099,302,"JavaScript, Machine Learning","AI, Data Science, Java, CSS, HTML",0.950699628,1
10100,208,"Data Science, AI","JavaScript, SQL",0.958476101,1
10101,297,"SQL, Machine Learning","Java, C++, AI, Data Science, Machine Learning",0.067632474,0
10102,417,"HTML, Machine Learning","Java, Python, SQL, HTML, Data Science",0.887617079,1
10103,59,"Python, Machine Learning","HTML, Java, Data Science, C++, Python",0.077618714,0
10104,391,"AI, SQL, C++, Python","Java, Data Science, SQL",0.832044579,1
10105,243,"C++, HTML, Machine Learning, CSS","Machine Learning, CSS, JavaScript, AI",0.038378348,0
10106,157,"Machine Learning, JavaScript, Data Science, C++, Java","Python, HTML, SQL",0.951923649,1
10107,172,"Machine Learning, CSS, SQL","SQL, CSS, Java",0.180438483,0
10108,46,"C++, Python, Machine Learning","HTML, CSS, Python, C++",0.653074204,0
10109,213,"HTML, Machine Learning, C++","Python, Java, HTML",0.931312939,1
10110,52,"CSS, AI, JavaScript","Python, HTML, Machine Learning, AI, JavaScript",0.933705045,1
10111,471,"Machine Learning, AI","JavaScript, Python, Java, CSS",0.745538935,0
10112,160,"HTML, AI, Java","Java, C++, Python, Machine Learning",0.725289698,0
10113,62,"Python, HTML, SQL, AI, JavaScript","HTML, C++, Machine Learning, Data Science, CSS",0.738179411,0
10114,396,"Python, C++, SQL","AI, Java",0.21827467,0
10115,335,"Python, Data Science, Java, Machine Learning, AI","HTML, SQL, JavaScript",0.965302698,1
10116,187,"CSS, Machine Learning","Java, JavaScript, HTML, Python, C++",0.548183023,0
10117,193,"Data Science, Python, JavaScript, AI","AI, Python, HTML",0.069082608,0
10118,370,"Python, HTML","AI, CSS, HTML, Python",0.004007866,0
10119,48,"AI, Python, C++, SQL, Java","HTML, Python",0.919697306,1
10120,146,"Data Science, Python, HTML, Machine Learning, AI","Java, AI",0.164504723,0
10121,72,"Python, HTML, JavaScript, Machine Learning","Data Science, CSS, SQL",0.983240019,1
10122,33,"Python, C++, HTML","Python, CSS, AI, C++",0.783780733,0
10123,420,"AI, SQL, HTML","C++, CSS",0.464554236,0
10124,151,"Data Science, SQL, C++","Data Science, JavaScript, Machine Learning, Java, Python",0.573993227,0
10125,358,"SQL, Machine Learning, Java, C++, AI","JavaScript, Python, C++, SQL",0.933202943,1
10126,328,"JavaScript, SQL","CSS, HTML",0.304459289,0
10127,419,"HTML, Java","Python, Machine Learning, Data Science, CSS",0.007536909,0
10128,198,"CSS, JavaScript, SQL, Machine Learning","AI, Java, Python, C++",0.36752696,0
10129,91,"C++, Java, JavaScript, Python, SQL","Data Science, JavaScript, HTML, C++",0.838301464,1
10130,186,"Machine Learning, JavaScript","Python, Java, JavaScript, HTML",0.610296208,0
10131,168,"Python, JavaScript, AI, Java","Python, Java",0.911625097,1
10132,209,"CSS, Java, Data Science","Java, Python, Data Science, SQL, Machine Learning",0.529738702,0
10133,352,"AI, HTML, Machine Learning, Java","Data Science, HTML",0.508737284,0
10134,454,"Java, Machine Learning, Data Science","Data Science, JavaScript, Python, SQL, AI",0.300238294,0
10135,339,"Java, Python","Python, C++, HTML",0.467824343,0
10136,331,"HTML, SQL","Data Science, AI",0.632161565,0
10137,470,"HTML, Python, SQL","C++, HTML, Machine Learning",0.397983164,0
10138,496,"Data Science, SQL, Java, HTML","Python, SQL, CSS, Data Science, Java",0.542901488,0
10139,349,"Python, Machine Learning, JavaScript, SQL, Data Science","C++, AI, HTML, CSS, SQL",0.686580294,0
10140,164,"JavaScript, Machine Learning, AI, Data Science, HTML","JavaScript, C++, HTML, AI",0.344994282,0
10141,98,"Python, AI","AI, Java, Machine Learning, Python",0.629689546,0
10142,116,"Data Science, Python, C++","Python, CSS, Machine Learning",0.802281554,1
10143,12,"CSS, SQL, C++","Python, AI, Machine Learning, Data Science, CSS",0.492469527,0
10144,19,"SQL, CSS, Machine Learning, HTML","CSS, JavaScript",0.963470127,1
10145,9,"Data Science, C++, HTML, Java, SQL","HTML, Java, C++",0.504865187,0
10146,144,"SQL, AI","SQL, C++, CSS, Data Science, AI",0.655652725,0
10147,355,"JavaScript, Machine Learning, Python, AI","Machine Learning, CSS, Data Science, AI, Python",0.418960443,0
10148,10,"SQL, HTML, Java, Data Science","Java, SQL, Machine Learning, CSS",0.158791098,0
10149,408,"HTML, C++, Data Science","Java, Machine Learning, SQL",0.704368164,0
10150,255,"Machine Learning, JavaScript, C++, Data Science","Java, HTML",0.815903791,1
10151,134,"C++, HTML, Data Science, SQL","JavaScript, AI, Python, Data Science, CSS",0.848847946,1
10152,465,"Data Science, Java, CSS, AI, HTML","Machine Learning, Python, Java, Data Science",0.750398511,0
10153,354,"SQL, Machine Learning, CSS","C++, HTML, Java, Machine Learning",0.251891325,0
10154,298,"CSS, SQL","Python, HTML",0.43379166,0
10155,111,"Machine Learning, Java, AI, C++","CSS, HTML, Python, Data Science, JavaScript",0.025195886,0
10156,169,"Machine Learning, SQL, JavaScript, AI","Machine Learning, JavaScript",0.413253882,0
10157,106,"Java, Machine Learning, HTML, CSS, JavaScript","SQL, CSS",0.015883081,0
10158,341,"HTML, AI, Java, Data Science, Machine Learning","Java, C++",0.490311784,0
10159,321,"Machine Learning, JavaScript, SQL, CSS","C++, AI, CSS",0.808650936,1
10160,320,"HTML, Python, JavaScript, Machine Learning, Data Science","CSS, Machine Learning, SQL",0.206735822,0
10161,331,"SQL, Python, Java","AI, Data Science",0.982522336,1
10162,341,"AI, Data Science, C++","Java, JavaScript",0.9591005,1
10163,496,"AI, HTML, C++, Python, Java","Machine Learning, Python, C++",0.504128526,0
10164,225,"CSS, Data Science","CSS, Python, C++",0.960171373,1
10165,354,"Python, Machine Learning, JavaScript, CSS","CSS, HTML, Java",0.817157037,1
10166,220,"JavaScript, CSS","Machine Learning, SQL, AI, C++, Java",0.527679063,0
10167,379,"C++, Machine Learning, SQL","HTML, Data Science, AI",0.120337422,0
10168,239,"JavaScript, C++","Java, CSS",0.901234985,1
10169,6,"AI, HTML, JavaScript, SQL, Python","AI, C++, Machine Learning, CSS",0.337830566,0
10170,238,"CSS, C++, Machine Learning","C++, Python",0.42577353,0
10171,55,"Data Science, Python, JavaScript","SQL, Python, JavaScript, AI",0.886252115,1
10172,418,"Data Science, HTML","Java, CSS, HTML",0.436513033,0
10173,191,"SQL, C++, Data Science, CSS, Machine Learning","CSS, SQL, HTML, Java",0.735522529,0
10174,95,"HTML, AI, Java, JavaScript","CSS, AI, C++",0.478385965,0
10175,385,"Java, HTML, Python, C++","CSS, AI, Java, Python",0.284032981,0
10176,365,"JavaScript, Data Science, AI, Machine Learning, SQL","JavaScript, Java, Python",0.105096768,0
10177,270,"HTML, Machine Learning, JavaScript, Python, AI","Python, Machine Learning, C++, SQL",0.971930471,1
10178,190,"Python, CSS","SQL, AI, HTML",0.661277441,0
10179,38,"Java, C++","SQL, Java, JavaScript",0.786183861,0
10180,465,"AI, Python","Machine Learning, Python",0.576438609,0
10181,247,"SQL, C++, Data Science","AI, Java, C++, SQL, Data Science",0.876382784,1
10182,327,"C++, HTML, Machine Learning, SQL, JavaScript","Java, Data Science, CSS, Machine Learning, AI",0.447474816,0
10183,50,"Java, C++, JavaScript, HTML","JavaScript, Machine Learning, AI, CSS",0.683835933,0
10184,406,"CSS, HTML, AI","Python, CSS, C++, HTML, JavaScript",0.810696327,1
10185,401,"HTML, AI, JavaScript","C++, Machine Learning, Python, Data Science, CSS",0.77273272,0
10186,58,"Python, Data Science, AI, HTML","Machine Learning, JavaScript, AI, SQL, Python",0.24363657,0
10187,19,"Machine Learning, Python","Machine Learning, C++, JavaScript, SQL, Java",0.873453185,1
10188,405,"Machine Learning, Java","Machine Learning, Java, HTML, JavaScript, C++",0.688149861,0
10189,32,"Data Science, Machine Learning","C++, Java, AI, Python",0.058411997,0
10190,334,"Machine Learning, JavaScript, C++","JavaScript, CSS, Machine Learning",0.629195183,0
10191,485,"C++, JavaScript, AI, Python, Data Science","CSS, Data Science",0.631669826,0
10192,104,"CSS, Machine Learning, SQL, HTML, Java","HTML, SQL, JavaScript, Python, CSS",0.168864847,0
10193,416,"AI, CSS, Java, Python, C++","HTML, SQL, JavaScript, CSS, Data Science",0.889945539,1
10194,174,"Machine Learning, C++, Python, SQL","AI, Java, JavaScript, Python, C++",0.480418208,0
10195,73,"HTML, C++, AI","CSS, HTML",0.803602667,1
10196,96,"AI, Data Science, C++","Python, CSS, Java, Data Science",0.600864573,0
10197,52,"C++, CSS, Data Science, SQL, HTML","C++, CSS, Java, SQL",0.532484513,0
10198,7,"AI, SQL, CSS, Machine Learning","CSS, C++, AI",0.680860804,0
10199,311,"Machine Learning, C++","Python, AI, JavaScript, HTML",0.235309032,0
10200,25,"Python, SQL, Data Science, HTML","C++, Java",0.725960599,0
10201,153,"SQL, C++, Python, HTML, Java","HTML, Data Science, CSS, Python",0.659639006,0
10202,96,"CSS, HTML, Java, Machine Learning, Python","CSS, Java, AI, JavaScript",0.641944296,0
10203,437,"Machine Learning, AI, SQL, C++, JavaScript","Data Science, Python, JavaScript, C++",0.854527416,1
10204,54,"Machine Learning, Python, Data Science","Python, Java",0.590254817,0
10205,56,"AI, C++, Data Science","Python, AI",0.846669698,1
10206,442,"SQL, Java, C++, HTML, Data Science","JavaScript, Machine Learning, Data Science, AI, CSS",0.944920534,1
10207,490,"C++, CSS","Machine Learning, Python, HTML, CSS",0.172347101,0
10208,242,"CSS, Python","AI, JavaScript, HTML, C++",0.694585119,0
10209,146,"CSS, HTML, C++","SQL, Java, Python, CSS, Data Science",0.397827054,0
10210,366,"HTML, Data Science, Java","Machine Learning, JavaScript, AI, HTML, CSS",0.750629444,0
10211,50,"AI, Data Science, Machine Learning, Java","CSS, Python, Data Science, SQL",0.299445009,0
10212,192,"SQL, AI, Python","Java, AI, SQL, Data Science, HTML",0.552321401,0
10213,155,"CSS, Python, SQL, HTML","HTML, SQL, C++, Data Science",0.493920409,0
10214,462,"CSS, C++","AI, C++, Data Science, Python, Java",0.971292838,1
10215,305,"HTML, Data Science, Machine Learning","C++, Data Science, Python, Java",0.783442158,0
10216,397,"CSS, SQL","Java, Machine Learning",0.865456628,1
10217,141,"Machine Learning, HTML","Python, Data Science",0.23943506,0
10218,87,"Java, Data Science, HTML","HTML, CSS, Python",0.413641792,0
10219,209,"SQL, AI, Machine Learning, Data Science","Python, CSS",0.82851955,1
10220,182,"Machine Learning, AI, C++","CSS, SQL",0.879660048,1
10221,186,"Java, SQL, HTML, JavaScript","C++, JavaScript, CSS, Java",0.48557643,0
10222,307,"AI, Java, Machine Learning, CSS","JavaScript, HTML, Python, SQL",0.93933214,1
10223,389,"CSS, JavaScript, Python","CSS, Machine Learning",0.771012981,0
10224,283,"Machine Learning, SQL","CSS, C++, JavaScript, Machine Learning",0.137895466,0
10225,332,"AI, Data Science","HTML, Python, Machine Learning, SQL, CSS",0.333334734,0
10226,70,"Machine Learning, HTML, JavaScript, Data Science, Python","SQL, C++, CSS",0.831736782,1
10227,23,"Machine Learning, SQL, CSS, AI","SQL, C++",0.772054342,0
10228,456,"Java, JavaScript, SQL","C++, HTML, Data Science",0.413732824,0
10229,28,"Java, Data Science, JavaScript","AI, Machine Learning",0.800746458,1
10230,361,"C++, HTML","C++, HTML, Machine Learning, Python",0.710765496,0
10231,143,"C++, CSS, JavaScript","Python, C++, JavaScript",0.827330687,1
10232,145,"Java, C++, Machine Learning","CSS, HTML, Machine Learning, JavaScript",0.290764789,0
10233,257,"CSS, SQL, Machine Learning, HTML, C++","C++, Machine Learning, Python, CSS",0.565955957,0
10234,255,"AI, HTML, Python, CSS, Data Science","Machine Learning, CSS, Python, AI",0.86515924,1
10235,442,"Java, HTML, CSS","SQL, Machine Learning, Data Science, C++",0.192669175,0
10236,385,"Machine Learning, CSS","Java, Python, Data Science, CSS, JavaScript",0.405550106,0
10237,481,"Data Science, CSS, SQL, C++","C++, SQL, Data Science, JavaScript, Machine Learning",0.139200093,0
10238,264,"JavaScript, Python, Data Science","C++, JavaScript, CSS",0.885682366,1
10239,352,"C++, Machine Learning","Data Science, CSS",0.224238842,0
10240,366,"HTML, Python, Data Science, Java, SQL","SQL, Data Science, Machine Learning, CSS, Java",0.282073188,0
10241,222,"Data Science, JavaScript, Machine Learning","Data Science, CSS, Machine Learning, HTML, AI",0.533988836,0
10242,226,"C++, AI","Machine Learning, Java, Data Science",0.034082161,0
10243,194,"CSS, SQL, Python","Data Science, C++, AI, SQL, Java",0.359268434,0
10244,189,"JavaScript, SQL, Python, C++, AI","CSS, C++, SQL, Machine Learning, Java",0.143383118,0
10245,395,"SQL, Java, AI, Python","AI, Data Science, C++, HTML",0.964138641,1
10246,94,"C++, Python, AI","CSS, Java, AI, SQL",0.672602937,0
10247,304,"Java, HTML, CSS","Java, JavaScript, Data Science",0.287238986,0
10248,376,"Data Science, C++","CSS, JavaScript, C++, HTML, Python",0.925702161,1
10249,148,"JavaScript, HTML, CSS, SQL","HTML, Data Science, Machine Learning, JavaScript, Java",0.192957556,0
10250,475,"Python, CSS, C++, SQL","Java, C++, JavaScript, SQL",0.576040705,0
10251,322,"Data Science, Java, C++, HTML, CSS","C++, AI, SQL, Data Science, Machine Learning",0.431835668,0
10252,290,"Python, Data Science, AI","AI, Java, Machine Learning, Python",0.047213957,0
10253,4,"C++, CSS, JavaScript","Data Science, C++, Java, JavaScript, SQL",0.228098387,0
10254,253,"Java, C++","C++, CSS",0.516349683,0
10255,150,"Python, AI","HTML, Data Science",0.690425947,0
10256,265,"CSS, SQL, Machine Learning, Data Science","JavaScript, AI",0.505982751,0
10257,426,"HTML, Machine Learning, Data Science","Data Science, CSS, JavaScript, Java",0.723817736,0
10258,388,"Java, AI","Python, Data Science, JavaScript",0.395143314,0
10259,307,"C++, SQL, Machine Learning, Data Science, CSS","Machine Learning, Java, C++, JavaScript, SQL",0.736636346,0
10260,180,"Machine Learning, Python","SQL, JavaScript, CSS, Python",0.922118101,1
10261,320,"JavaScript, Machine Learning","JavaScript, AI",0.848319986,1
10262,294,"Java, JavaScript, SQL, Python","JavaScript, AI, HTML, C++",0.412417955,0
10263,123,"C++, Data Science, Python, CSS","Data Science, HTML, SQL, JavaScript, AI",0.58070282,0
10264,423,"Machine Learning, AI, C++","HTML, Machine Learning, SQL",0.280391916,0
10265,95,"AI, Data Science, CSS","C++, Machine Learning, JavaScript, SQL",0.856854472,1
10266,416,"HTML, JavaScript","Java, Data Science, JavaScript",0.960245594,1
10267,16,"CSS, Machine Learning, AI, Python","CSS, SQL",0.887637403,1
10268,344,"AI, Machine Learning, JavaScript, HTML, Data Science","JavaScript, Python, Machine Learning, C++",0.051043021,0
10269,500,"AI, Machine Learning, SQL, C++","AI, Java, Machine Learning, C++",0.372430017,0
10270,369,"SQL, CSS, JavaScript, Java","JavaScript, Data Science, Python, C++, AI",0.89863502,1
10271,163,"CSS, JavaScript, HTML, Data Science, AI","AI, JavaScript, HTML, CSS, C++",0.856506664,1
10272,138,"Machine Learning, HTML, C++","C++, JavaScript, Machine Learning, AI",0.068097964,0
10273,431,"Python, JavaScript, HTML, SQL, C++","Data Science, CSS",0.624139907,0
10274,295,"Machine Learning, JavaScript, HTML, SQL","JavaScript, Data Science, AI, Machine Learning",0.50203118,0
10275,382,"HTML, CSS","C++, Python, Machine Learning",0.551869207,0
10276,304,"Machine Learning, HTML, JavaScript","AI, Machine Learning, Java",0.570951241,0
10277,482,"CSS, Machine Learning, JavaScript, Python, SQL","HTML, Java, JavaScript, Data Science, Machine Learning",0.025977853,0
10278,329,"CSS, Machine Learning, C++","HTML, CSS",0.612785964,0
10279,5,"JavaScript, Machine Learning, AI, Python, HTML","C++, HTML, Data Science, JavaScript, Python",0.730375533,0
10280,413,"Data Science, JavaScript","Machine Learning, JavaScript",0.858778866,1
10281,313,"SQL, Java","CSS, HTML",0.61928961,0
10282,98,"C++, SQL, CSS, Data Science","Python, SQL, HTML, JavaScript",0.594561728,0
10283,208,"SQL, HTML, C++, Data Science","Machine Learning, Java, CSS, HTML, Data Science",0.154619459,0
10284,246,"Data Science, Python, Machine Learning, AI, HTML","Python, JavaScript, AI, Java, Data Science",0.424807251,0
10285,42,"SQL, CSS, Data Science, Machine Learning, Java","Python, Machine Learning, SQL, C++, JavaScript",0.66911999,0
10286,440,"CSS, SQL, Python, AI, HTML","AI, CSS, JavaScript, Machine Learning, SQL",0.529348882,0
10287,431,"SQL, Python, Machine Learning","SQL, Data Science, AI, Java, Python",0.198035211,0
10288,280,"JavaScript, AI, SQL","Data Science, Python, JavaScript, CSS",0.040608669,0
10289,129,"Machine Learning, Python","C++, Machine Learning",0.549167444,0
10290,310,"Data Science, AI, C++, SQL, JavaScript","C++, Python, Java, HTML, Data Science",0.114789147,0
10291,288,"SQL, HTML, AI, Java","JavaScript, Java, AI",0.388320569,0
10292,6,"CSS, AI, Data Science","Python, SQL, Java, HTML",0.671298338,0
10293,474,"HTML, JavaScript, C++, Machine Learning, Python","C++, Data Science, AI, JavaScript",0.45577337,0
